#FILE	SEQUENCE	PRODUCT	START	END	STRAND
A58	1304	MITEEc1_IS630_unknown	79116	79238	-
A58	1308	MITEEc1_IS630_unknown	230206	230328	+
A58	1314	IS6100_IS6_unknown	3308	4187	-
A58	1315	ISCro1_IS66_unknown	6246	8944	-
A58	1317	IS3_IS3_IS3	105135	106254	+
A58	1320	IS1203_IS3_IS51	121528	122811	+
A58	1322	ISVsa3_IS91_unknown	183	1159	+
A58	1324	ISKox3_ISL3_unknown	3367	4682	+
A59	418	IS30_IS30_unknown	9671	10891	+
A59	541	IS3_IS3_IS3	30080	31292	+
A59	549	IS10L_IS4_IS10	7679	8926	+
A59	551	IS1H_IS1_unknown	41923	42597	+
A59	560	ISEc8_IS66_unknown	1	2070	+
A59	565	IS3_IS3_IS3	289872	291125	-
A59	567	IS3_IS3_IS3	1	1254	+
A59	568	MITEEc1_IS630_unknown	113071	113189	+
A59	577	MITEEc1_IS630_unknown	89163	89285	-
A59	580	IS609_IS200/IS605_IS605	178084	179513	+
A59	583	IS5_IS5_IS5	476	1670	+
A59	587	ISEc38_ISL3_unknown	6105	7826	-
A59	589	MITEEc1_IS630_unknown	46898	47019	-
A59	596	IS100kyp_IS21_unknown	3	1956	+
A59	605	MITEEc1_IS630_unknown	13156	13278	+
A59	609	IS609_IS200/IS605_IS605	1	1538	+
A59	610	IS609_IS200/IS605_IS605	1	1428	+
A59	612	IS100kyp_IS21_unknown	3109	5062	+
A59	614	MITEEc1_IS630_unknown	172306	172428	+
A59	614	MITEEc1_IS630_unknown	194250	194372	+
A59	616	IS609_IS200/IS605_IS605	62254	63683	+
A59	619	MITEEc1_IS630_unknown	203211	203331	+
A59	623	IS1A_IS1_unknown	38919	39653	-
A59	624	IS3_IS3_IS3	1	1213	-
A5	482	ISCfr1_IS1182_unknown	2146	3763	-
A5	484	IS1326_IS21_unknown	4580	7049	-
A5	498	ISEc30_IS1_unknown	3609	4374	-
A5	504	ISEc38_ISL3_unknown	2139	3860	-
A5	512	MITEEc1_IS630_unknown	59126	59248	+
A5	519	ISEc32_IS110_unknown	4708	5887	-
A5	521	ISEc12_IS21_unknown	1	2581	-
A5	526	ISEc8_IS66_unknown	3287	5356	-
A5	536	MITEEc1_IS630_unknown	123696	123817	+
A5	537	MITEEc1_IS630_unknown	79157	79279	+
A5	537	MITEEc1_IS630_unknown	101100	101222	+
A5	554	MITEEc1_IS630_unknown	116130	116248	+
A5	561	MITEEc1_IS630_unknown	64586	64706	-
A5	562	IS1F_IS1_unknown	574	1341	-
A5	562	IS911_IS3_IS3	10016	11068	-
A5	562	IS4_IS4_IS4	14812	16237	+
A5	565	IS1H_IS1_unknown	5980	6743	-
A5	566	ISEc84_IS91_unknown	431	2266	-
A5	566	IS30_IS30_unknown	12504	13590	-
A5	569	MITEEc1_IS630_unknown	51866	51988	+
A5	572	IS629_IS3_IS51	9713	11022	+
A60	1007	MITEEc1_IS630_unknown	12812	12934	+
A60	1013	IS1F_IS1_unknown	33550	34225	+
A60	1018	IS26_IS6_unknown	1	820	-
A60	1018	IS26_IS6_unknown	2402	3221	+
A60	1019	IS26_IS6_unknown	1	820	-
A60	1036	IS1F_IS1_unknown	20188	20863	+
A60	1044	IS609_IS200/IS605_IS605	1	1554	+
A60	1045	IS609_IS200/IS605_IS605	3	1640	-
A60	1056	ISEc8_IS66_unknown	21963	24032	+
A60	1058	IS1F_IS1_unknown	1	676	-
A60	1058	IS911_IS3_IS3	9351	10383	-
A60	1059	IS26_IS6_unknown	13834	14653	+
A60	1060	IS629_IS3_IS51	9555	10850	+
A60	1061	MITEEc1_IS630_unknown	79073	79195	+
A60	1061	MITEEc1_IS630_unknown	101017	101139	+
A60	1072	IS26_IS6_unknown	4103	4922	-
A60	1072	IS26_IS6_unknown	5963	6782	-
A60	1074	ISCro1_IS66_unknown	46953	49651	+
A60	1078	MITEEc1_IS630_unknown	63005	63123	-
A60	1079	IS91_IS91_unknown	9364	10875	-
A60	1079	IS30_IS30_unknown	12533	13702	-
A60	1080	IS6100_IS6_unknown	6576	7455	+
A60	1080	IS26_IS6_unknown	10688	11507	-
A60	1083	IS609_IS200/IS605_IS605	1	1664	+
A60	175	IS1294_IS91_unknown	4	1691	+
A60	248	IS4_IS4_IS4	3687	5112	+
A60	701	IS1H_IS1_unknown	41902	42664	+
A60	964	MITEEc1_IS630_unknown	21523	21643	-
A60	968	MITEEc1_IS630_unknown	192467	192589	+
A60	976	IS26_IS6_unknown	1938	2757	-
A60	977	ISVsa3_IS91_unknown	2967	3943	-
A60	979	IS609_IS200/IS605_IS605	178065	179702	+
A60	981	ISCfr1_IS1182_unknown	3730	5346	+
A60	986	ISEc38_ISL3_unknown	1741	3462	-
A60	986	ISCro1_IS66_unknown	13886	16584	-
A60	988	MITEEc1_IS630_unknown	46898	47019	-
A60	994	IS3_IS3_IS3	1	1254	+
A60	995	IS3_IS3_IS3	1	1213	-
A61	773	IS630_IS630_unknown	453	1562	+
A61	801	ISEc38_ISL3_unknown	6848	8562	-
A61	801	ISEc12_IS21_unknown	14674	17254	-
A61	804	IS200C_IS200/IS605_IS200	14911	15508	-
A61	814	ISEc12_IS21_unknown	1	2581	-
A61	836	MITEEc1_IS630_unknown	122524	122646	+
A61	837	IS100kyp_IS21_unknown	1000	2953	+
A61	837	ISEc38_ISL3_unknown	8080	9801	+
A61	848	IS200C_IS200/IS605_IS200	1	598	+
A61	849	IS200C_IS200/IS605_IS200	1	598	+
A61	850	IS200C_IS200/IS605_IS200	1	598	+
A61	850	ISSen1_IS3_IS3	98105	99416	-
A61	851	IS200C_IS200/IS605_IS200	1	598	+
A61	852	IS200C_IS200/IS605_IS200	49075	49672	-
A61	853	IS1H_IS1_unknown	199	961	-
A61	855	MITEEc1_IS630_unknown	54731	54853	-
A61	855	IS200C_IS200/IS605_IS200	79924	80562	+
A61	859	IS629_IS3_IS51	9711	11006	+
A61	867	ISEc12_IS21_unknown	17681	20261	+
A61	875	ISSen1_IS3_IS3	1	1312	+
A61	875	ISEc12_IS21_unknown	43934	46514	-
A61	876	ISSen1_IS3_IS3	1	1312	+
A61	877	ISSen1_IS3_IS3	1	1248	-
A61	877	IS200C_IS200/IS605_IS200	59609	60206	-
A61	894	ISEc39_IS256_unknown	55091	56393	+
A61	894	ISEc12_IS21_unknown	56922	59502	+
A61	899	ISSen1_IS3_IS3	1	1248	-
A61	900	MITEEc1_IS630_unknown	460901	461023	-
A61	901	MITEEc1_IS630_unknown	376879	377000	+
A61	905	IS4_IS4_IS4	5729	7155	+
A61	905	ISEc12_IS21_unknown	213000	215580	-
A61	907	MITEEc1_IS630_unknown	230076	230198	+
A61	908	ISEc23_IS66_unknown	5906	7977	+
A61	909	IS3_IS3_IS3	12177	13433	-
A62	274	IS609_IS200/IS605_IS605	178074	179821	+
A62	563	ISEc8_IS66_unknown	3859	5928	-
A62	564	IS1H_IS1_unknown	344	1018	-
A62	565	IS3_IS3_IS3	289861	291118	-
A62	569	IS30_IS30_unknown	9660	10880	+
A62	573	IS3_IS3_IS3	31145	32402	+
A62	577	MITEEc1_IS630_unknown	21674	21794	-
A62	578	ISKpn40_IS3_IS150	38115	39327	+
A62	580	ISKpn40_IS3_IS150	1	1213	+
A62	581	ISKpn40_IS3_IS150	1	1213	+
A62	582	ISKpn40_IS3_IS150	1	1213	+
A62	582	IS26_IS6_unknown	3766	4542	-
A62	583	ISKpn40_IS3_IS150	1	1213	+
A62	584	ISKpn40_IS3_IS150	1	1213	-
A62	584	MITEEc1_IS630_unknown	42207	42328	-
A62	585	ISKpn40_IS3_IS150	1	1213	-
A62	586	IS30_IS30_unknown	3	1223	+
A62	586	IS3_IS3_IS3	26317	27574	+
A62	587	IS30_IS30_unknown	3	1223	+
A62	587	ISEc38_ISL3_unknown	6534	8255	-
A62	588	IS30_IS30_unknown	11	1231	-
A62	596	IS26_IS6_unknown	3125	3901	-
A62	598	IS26_IS6_unknown	1	777	+
A62	598	IS26_IS6_unknown	4003	4766	+
A62	599	IS26_IS6_unknown	1	764	-
A62	599	IS26_IS6_unknown	9015	9791	-
A62	600	IS26_IS6_unknown	1	764	-
A62	600	IS26_IS6_unknown	3361	4124	+
A62	601	IS26_IS6_unknown	1	764	-
A62	608	ISVsa3_IS91_unknown	649	1625	+
A62	608	ISVsa3_IS91_unknown	4933	5909	+
A62	609	ISVsa3_IS91_unknown	649	1625	+
A62	609	IS26_IS6_unknown	4824	5600	-
A62	610	ISVsa3_IS91_unknown	223	1199	-
A62	610	IS26_IS6_unknown	4528	5291	+
A62	616	MITEEc1_IS630_unknown	46912	47034	-
A62	616	MITEEc1_IS630_unknown	68856	68978	-
A62	623	IS3_IS3_IS3	192043	193300	-
A62	627	MITEEc1_IS630_unknown	13327	13449	+
A62	634	ISKpn40_IS3_IS150	6264	7476	+
A62	638	ISCro1_IS66_unknown	2518	5216	-
A62	642	ISCfr6_IS3_IS3	21077	22334	-
A62	644	ISEc78_IS66_unknown	93134	95569	+
A62	645	MITEEc1_IS630_unknown	116049	116167	+
A62	645	IS1A_IS1_unknown	132915	133649	+
A62	647	MITEEc1_IS630_unknown	228802	228924	+
A62	648	IS3_IS3_IS3	1	1258	+
A62	649	IS3_IS3_IS3	1	1258	-
A63	127	IS1H_IS1_unknown	41990	42753	+
A63	868	IS682_IS66_unknown	13429	15961	+
A63	869	IS3_IS3_IS3	38178	39435	+
A63	875	MITEEc1_IS630_unknown	130666	130788	-
A63	878	IS15DII_IS6_unknown	1	702	-
A63	893	IS3_IS3_IS3	137258	138515	-
A63	898	ISKpn37_IS3_IS3	34293	35549	+
A63	900	IS91_IS91_unknown	1047	2558	-
A63	921	IS621_IS110_unknown	99689	101070	-
A63	926	IS621_IS110_unknown	40538	41891	-
A63	929	IS621_IS110_unknown	1	1293	-
A63	930	IS621_IS110_unknown	1	1289	-
A63	931	IS621_IS110_unknown	1	1312	-
A63	931	IS621_IS110_unknown	121325	122652	+
A63	932	IS621_IS110_unknown	1	1287	+
A63	933	IS621_IS110_unknown	1	1291	+
A63	934	IS621_IS110_unknown	1	1371	+
A63	934	MITEEc1_IS630_unknown	36999	37117	-
A63	938	ISCfr6_IS3_IS3	45962	47219	+
A63	939	IS621_IS110_unknown	79825	81117	+
A63	942	MITEEc1_IS630_unknown	64237	64357	-
A63	942	IS621_IS110_unknown	152804	154131	+
A63	943	IS3_IS3_IS3	1	1258	+
A63	944	IS3_IS3_IS3	1	1258	-
A63	950	IS30_IS30_unknown	5424	6644	+
A63	951	IS15DII_IS6_unknown	4525	5226	+
A63	952	ISCro1_IS66_unknown	1	2699	-
A63	952	IS15DII_IS6_unknown	7266	7967	+
A63	964	ISEc10_IS21_unknown	1551	3960	+
A63	973	IS3_IS3_IS3	3572	4829	-
A63	980	ISEc8_IS66_unknown	2	2442	+
A63	988	IS15DII_IS6_unknown	73791	74492	-
A63	988	ISCfr1_IS1182_unknown	80305	81922	-
A63	993	IS621_IS110_unknown	1	1286	+
A63	995	ISCro1_IS66_unknown	11031	13729	-
A63	996	IS5075_IS110_IS1111	8937	10263	-
A63	997	ISEc38_ISL3_unknown	13477	15198	+
A63	998	IS6100_IS6_unknown	4797	5676	+
A64	450	IS1R_IS1_unknown	43134	43831	-
A64	461	ISCfr1_IS1182_unknown	4121	5737	+
A64	467	IS1397_IS3_IS150	42867	44298	-
A64	468	MITEEc1_IS630_unknown	46336	46457	+
A64	468	IS100kyp_IS21_unknown	126191	128144	+
A64	474	IS1R_IS1_unknown	3486	4253	+
A64	481	IS629_IS3_IS51	8500	9795	-
A64	481	IS1R_IS1_unknown	19421	20118	-
A64	486	IS609_IS200/IS605_IS605	40540	41986	+
A64	490	IS1397_IS3_IS150	1	1432	+
A64	491	IS1397_IS3_IS150	1	1432	+
A64	492	IS1397_IS3_IS150	1	1432	+
A64	494	IS1397_IS3_IS150	1	1432	-
A64	494	ISEc22_IS66_unknown	183410	185863	+
A64	495	IS1397_IS3_IS150	1	1432	-
A64	497	IS1397_IS3_IS150	1	1432	-
A64	499	ISEc1_ISAs1_unknown	1903	3077	+
A64	503	MITEEc1_IS630_unknown	154835	154957	+
A64	508	IS1397_IS3_IS150	6723	8154	-
A64	509	IS1R_IS1_unknown	1	768	-
A64	511	IS1R_IS1_unknown	1	698	+
A64	514	IS609_IS200/IS605_IS605	5	1752	+
A64	514	IS1397_IS3_IS150	30975	32406	+
A64	524	ISEc1_ISAs1_unknown	1	1174	-
A64	529	IS609_IS200/IS605_IS605	5	1752	+
A64	530	MITEEc1_IS630_unknown	120396	120518	+
A64	531	IS1R_IS1_unknown	1	698	+
A64	534	IS1R_IS1_unknown	184299	184996	-
A64	537	IS100kyp_IS21_unknown	233048	235001	-
A64	538	IS609_IS200/IS605_IS605	376244	377690	+
A64	540	IS1397_IS3_IS150	1	1432	+
A64	540	IS3_IS3_IS3	60199	61455	+
A64	540	IS100kyp_IS21_unknown	81989	83942	-
A64	541	IS1R_IS1_unknown	214206	214903	-
A64	544	IS1397_IS3_IS150	1	1432	-
A64	544	MITEEc1_IS630_unknown	51303	51425	+
A64	545	IS200C_IS200/IS605_IS200	135130	135838	-
A64	545	ISEc46_IS200/IS605_IS605	153117	154886	+
A64	545	IS1397_IS3_IS150	265740	267171	+
A65	357	ISKpn26_IS5_IS5	460	1654	-
A65	724	IS30_IS30_unknown	9398	10618	+
A65	730	MITEEc1_IS630_unknown	8913	9035	+
A65	732	IS4321_IS110_IS1111	6463	7789	+
A65	733	IS186B_IS4_IS231	2337	3675	+
A65	734	IS30_IS30_unknown	1	1221	+
A65	739	IS903B_IS5_IS903	13189	14194	-
A65	740	IS903B_IS5_IS903	2321	3336	+
A65	742	IS4321_IS110_IS1111	3740	5066	+
A65	751	IS4321_IS110_IS1111	28898	30224	-
A65	756	IS30_IS30_unknown	6960	8180	-
A65	761	ISEc26_ISAs1_unknown	304	1507	-
A65	762	MITEEc1_IS630_unknown	69032	69153	-
A65	765	IS903B_IS5_IS903	1	1016	-
A65	768	IS2_IS3_IS2	1	1331	+
A65	768	IS100kyp_IS21_unknown	9218	11171	+
A65	769	ISEc8_IS66_unknown	3499	5567	-
A65	773	IS4321_IS110_IS1111	3	1329	-
A65	775	IS4321_IS110_IS1111	1	1327	+
A65	776	MITEEc1_IS630_unknown	21567	21687	-
A65	793	IS10R_IS4_IS10	4695	5872	-
A65	797	IS3_IS3_IS3	10469	11681	+
A65	798	IS3_IS3_IS3	106477	107734	-
A65	800	IS186B_IS4_IS231	10678	12016	+
A65	803	MITEEc1_IS630_unknown	87006	87128	-
A65	828	IS609_IS200/IS605_IS605	24268	26015	-
A65	828	IS3_IS3_IS3	61113	62325	+
A65	831	IS150_IS3_IS150	40275	41717	-
A65	832	MITEEc1_IS630_unknown	14308	14430	+
A65	839	ISEsa1_ISNCY_IS1202	77147	78721	-
A65	84	IS679_IS66_unknown	1	2704	+
A65	840	IS186B_IS4_IS231	121585	122923	-
A65	842	IS3_IS3_IS3	30338	31595	-
A65	843	IS4321_IS110_IS1111	1	1327	+
A65	843	IS4321_IS110_IS1111	6095	7421	-
A65	843	IS6100_IS6_unknown	9269	10148	+
A65	845	IS186B_IS4_IS231	3	1341	+
A65	848	IS30_IS30_unknown	1	1221	-
A65	852	IS903B_IS5_IS903	1	1006	+
A65	852	IS1294_IS91_unknown	1191	2878	-
A65	853	IS3_IS3_IS3	1	1213	-
A66	572	IS629_IS3_IS51	9859	11154	+
A66	588	MITEEc1_IS630_unknown	123307	123429	+
A66	591	ISEc8_IS66_unknown	1	2070	+
A66	614	IS3_IS3_IS3	1	1254	+
A66	630	IS3_IS3_IS3	217448	218701	-
A66	640	MITEEc1_IS630_unknown	6684	6804	+
A66	648	MITEEc1_IS630_unknown	123828	123949	+
A66	650	IS609_IS200/IS605_IS605	1	1538	+
A66	651	IS609_IS200/IS605_IS605	1	1428	+
A66	652	IS609_IS200/IS605_IS605	1	1430	-
A66	658	IS3_IS3_IS3	2557	3769	+
A66	665	IS609_IS200/IS605_IS605	66523	67952	+
A66	667	MITEEc1_IS630_unknown	115594	115712	+
A66	669	IS30_IS30_unknown	250349	251569	-
A66	673	IS3_IS3_IS3	1	1213	-
A66	674	MITEEc1_IS630_unknown	111300	111422	+
A66	674	MITEEc1_IS630_unknown	133244	133366	+
A66	675	ISKpn19_ISKra4_ISAzba1	1	2851	-
A66	675	MITEKpn1_IS5_IS5	3170	3278	+
A66	677	IS1A_IS1_unknown	31461	32195	+
A66	678	MITEEc1_IS630_unknown	25189	25311	+
A66	9	IS1H_IS1_unknown	85	759	-
A67	1069	IS1294_IS91_unknown	1907	3594	-
A67	1070	IS1006_IS6_unknown	5790	6608	-
A67	1070	ISVsa3_IS91_unknown	6609	7453	+
A67	1072	IS2_IS3_IS2	9583	10820	+
A67	1074	IS186B_IS4_IS231	47570	48908	-
A67	1078	IS2_IS3_IS2	14082	15327	+
A67	1079	IS1294_IS91_unknown	5	1692	-
A67	1080	IS1294_IS91_unknown	5	1692	-
A67	1080	ISApl1_IS30_unknown	15195	16264	-
A67	1085	ISVsa3_IS91_unknown	223	1199	-
A67	1085	ISVsa3_IS91_unknown	4507	5351	-
A67	1086	ISVsa3_IS91_unknown	1	845	+
A67	1086	ISAba1_IS4_IS10	2231	3410	+
A67	1086	ISEc59_IS6_unknown	5802	6692	+
A67	1088	IS6100_IS6_unknown	3789	4634	-
A67	1093	ISApl1_IS30_unknown	86007	87076	+
A67	1100	MITEEc1_IS630_unknown	21927	22049	+
A67	1107	ISEc38_ISL3_unknown	4845	6566	+
A67	1108	ISSen4_IS3_IS407	39797	41017	-
A67	1110	ISApl1_IS30_unknown	1679	2748	-
A67	1116	IS1133_IS3_IS3	350	1581	+
A67	1119	MITEEc1_IS630_unknown	49812	49934	+
A67	1137	ISApl1_IS30_unknown	48965	50034	+
A67	1144	IS186B_IS4_IS231	51970	53308	-
A67	1145	ISApl1_IS30_unknown	1	1070	+
A67	1145	IS609_IS200/IS605_IS605	24665	26412	+
A67	1147	ISApl1_IS30_unknown	1	1070	-
A67	1147	ISApl1_IS30_unknown	3680	4749	-
A67	1148	ISApl1_IS30_unknown	1	1070	-
A67	1149	ISApl1_IS30_unknown	1	1070	-
A67	1155	IS186B_IS4_IS231	3	1341	-
A67	1156	IS186B_IS4_IS231	3	1341	-
A67	1156	MITEEc1_IS630_unknown	12234	12356	+
A67	1157	IS186B_IS4_IS231	3	1341	-
A67	1161	ISEc9_IS1380_unknown	4562	5916	+
A67	1164	MITEEc1_IS630_unknown	67608	67730	+
A67	1167	IS1203_IS3_IS51	1	1296	+
A67	1167	ISApl1_IS30_unknown	100111	101180	+
A67	1180	ISApl1_IS30_unknown	24996	26065	-
A67	1184	IS186B_IS4_IS231	49502	50840	+
A67	1185	IS186B_IS4_IS231	164103	165441	-
A67	1186	IS186B_IS4_IS231	19426	20764	-
A67	1190	ISApl1_IS30_unknown	1	1070	+
A67	1191	IS30_IS30_unknown	75372	76592	-
A67	1191	ISEc22_IS66_unknown	108753	111206	-
A67	444	MITEEc1_IS630_unknown	31046	31167	-
A67	493	IS3_IS3_IS3	127	1384	-
A68	1001	IS26_IS6_unknown	1	820	+
A68	1002	IS186B_IS4_IS231	77737	79075	+
A68	1004	IS186B_IS4_IS231	43777	45115	+
A68	1006	IS200C_IS200/IS605_IS200	933	1530	-
A68	1007	IS1H_IS1_unknown	87	849	-
A68	1009	ISEc12_IS21_unknown	1	2581	-
A68	1009	ISEc39_IS256_unknown	7051	8353	+
A68	1010	ISEc12_IS21_unknown	1	2581	-
A68	1010	IS200C_IS200/IS605_IS200	74689	75286	-
A68	1011	ISEc12_IS21_unknown	1	2581	-
A68	1011	MITEEc1_IS630_unknown	131274	131395	-
A68	1012	ISEc12_IS21_unknown	1	2581	-
A68	1013	ISEc12_IS21_unknown	1	2581	-
A68	1019	IS629_IS3_IS51	14184	15439	-
A68	1021	ISEc12_IS21_unknown	44639	47219	+
A68	1022	IS186B_IS4_IS231	62803	64141	+
A68	1026	ISCro1_IS66_unknown	1	2418	+
A68	1033	ISKpn26_IS5_IS5	25488	26682	-
A68	1036	ISEc12_IS21_unknown	16615	19195	-
A68	1040	IS26_IS6_unknown	15568	16387	-
A68	1048	IS100kyp_IS21_unknown	3685	5637	+
A68	1048	ISEc38_ISL3_unknown	10763	12486	+
A68	1055	IS200C_IS200/IS605_IS200	120666	121263	-
A68	1057	ISSen1_IS3_IS3	66254	67565	+
A68	1057	IS200C_IS200/IS605_IS200	165069	165666	-
A68	1059	ISEc12_IS21_unknown	88630	91210	+
A68	1060	ISEc12_IS21_unknown	1	2581	+
A68	1060	IS186B_IS4_IS231	77482	78820	-
A68	1064	ISKpn26_IS5_IS5	1	1195	-
A68	1064	MITEEc1_IS630_unknown	18828	18950	+
A68	1064	ISKpn26_IS5_IS5	129485	130679	-
A68	1065	IS186B_IS4_IS231	3	1341	-
A68	1065	ISEc8_IS66_unknown	16188	18628	+
A68	1066	MITEEc1_IS630_unknown	62668	62790	-
A68	1068	IS26_IS6_unknown	14323	15142	-
A68	1069	ISEc12_IS21_unknown	1	2581	+
A68	919	IS186B_IS4_IS231	2	1340	+
A68	921	IS186B_IS4_IS231	2	1340	+
A68	922	IS186B_IS4_IS231	2	1340	+
A68	922	ISKpn26_IS5_IS5	111087	112281	-
A68	923	IS186B_IS4_IS231	2	1340	+
A68	923	ISEc12_IS21_unknown	2474	5054	-
A68	924	IS186B_IS4_IS231	3	1341	-
A68	939	ISKpn26_IS5_IS5	63504	64698	+
A68	953	ISPst2_ISL3_unknown	6034	9018	-
A68	964	IS200C_IS200/IS605_IS200	43303	43900	-
A68	965	IS186B_IS4_IS231	72919	74257	+
A68	966	ISKpn26_IS5_IS5	34314	35508	-
A68	967	IS186B_IS4_IS231	97561	98899	-
A68	971	ISKpn26_IS5_IS5	1	1195	-
A68	971	MITEEc1_IS630_unknown	21442	21564	-
A68	972	ISKpn26_IS5_IS5	1	1195	-
A68	973	ISKpn26_IS5_IS5	1	1195	-
A68	974	ISKpn26_IS5_IS5	1	1195	-
A68	975	ISKpn26_IS5_IS5	1	1195	+
A68	976	ISKpn26_IS5_IS5	1	1195	+
A68	976	ISEc12_IS21_unknown	4525	7105	-
A68	979	IS630_IS630_unknown	1029	2138	-
A68	985	IS102_IS5_IS903	39963	41018	-
A68	986	IS200C_IS200/IS605_IS200	1	598	+
A68	987	IS200C_IS200/IS605_IS200	1	598	+
A68	988	IS200C_IS200/IS605_IS200	1	598	+
A68	989	IS200C_IS200/IS605_IS200	1	598	+
A68	989	IS4_IS4_IS4	7817	9243	-
A68	990	IS200C_IS200/IS605_IS200	1	598	+
A68	991	IS200C_IS200/IS605_IS200	1	598	+
A68	993	ISEc38_ISL3_unknown	6728	8441	-
A68	993	ISCro1_IS66_unknown	14468	16885	-
A68	994	IS26_IS6_unknown	1	820	-
A68	995	IS26_IS6_unknown	1	820	-
A68	995	IS26_IS6_unknown	2555	3374	-
A68	996	IS26_IS6_unknown	1	820	-
A68	996	IS26_IS6_unknown	1861	2680	-
A68	997	IS26_IS6_unknown	1	820	-
A68	997	IS26_IS6_unknown	3318	4137	-
A68	998	IS26_IS6_unknown	1	820	-
A68	998	IS26_IS6_unknown	3969	4788	-
A68	999	IS26_IS6_unknown	1	820	-
A69	401	ISEc23_IS66_unknown	5705	8221	+
A69	44	IS150_IS3_IS150	73	1379	-
A69	833	IS2_IS3_IS2	1152	2482	+
A69	838	IS3_IS3_IS3	61774	62992	+
A69	844	IS3_IS3_IS3	19438	20656	+
A69	845	IS102_IS5_IS903	10992	12048	+
A69	850	ISEc1_ISAs1_unknown	1	1083	-
A69	850	MITEEc1_IS630_unknown	13739	13861	-
A69	853	IS609_IS200/IS605_IS605	15361	17024	-
A69	854	IS2_IS3_IS2	1	1331	+
A69	855	IS2_IS3_IS2	1	1331	-
A69	864	IS3_IS3_IS3	6592	7849	-
A69	867	IS1203_IS3_IS51	4553	5862	+
A69	867	IS30_IS30_unknown	6217	7437	-
A69	869	IS3_IS3_IS3	35315	36572	-
A69	870	ISEc22_IS66_unknown	384	2368	-
A69	873	ISEc9_IS1380_unknown	1310	2965	-
A69	891	IS3_IS3_IS3	47729	48947	+
A69	895	IS609_IS200/IS605_IS605	19544	21207	-
A69	930	IS3_IS3_IS3	1	1219	-
A69	931	IS3_IS3_IS3	1	1219	-
A69	932	IS3_IS3_IS3	1	1258	+
A69	935	IS609_IS200/IS605_IS605	2	1749	-
A69	936	IS609_IS200/IS605_IS605	2	1749	-
A69	941	ISApl1_IS30_unknown	47081	48150	+
A69	951	IS2_IS3_IS2	1	1331	+
A69	952	IS6100_IS6_unknown	3531	4410	-
A69	953	MITEEc1_IS630_unknown	81442	81563	-
A69	954	ISCro1_IS66_unknown	22215	24913	-
A69	957	MITEEc1_IS630_unknown	44923	45045	-
A69	960	ISVsa3_IS91_unknown	2967	3943	-
A69	961	MITEEc1_IS630_unknown	128723	128845	-
A6	378	ISKpn26_IS5_IS5	460	1654	-
A6	726	IS30_IS30_unknown	9398	10618	+
A6	727	IS186B_IS4_IS231	3	1341	+
A6	728	IS186B_IS4_IS231	3	1341	+
A6	729	IS186B_IS4_IS231	3	1341	-
A6	730	IS4321_IS110_IS1111	4247	5573	+
A6	733	IS4321_IS110_IS1111	6463	7789	+
A6	734	IS186B_IS4_IS231	2337	3675	+
A6	736	IS30_IS30_unknown	1	1221	+
A6	749	IS4321_IS110_IS1111	4716	6042	-
A6	758	MITEEc1_IS630_unknown	88347	88468	+
A6	760	ISEc26_ISAs1_unknown	2144	3347	+
A6	763	IS903B_IS5_IS903	1	1016	-
A6	768	IS30_IS30_unknown	11873	13093	-
A6	769	MITEEc1_IS630_unknown	40714	40836	+
A6	771	IS30_IS30_unknown	140905	142125	+
A6	788	IS903B_IS5_IS903	2321	3336	+
A6	789	IS903B_IS5_IS903	13189	14194	-
A6	793	IS6100_IS6_unknown	3587	4466	-
A6	793	IS4321_IS110_IS1111	6314	7640	+
A6	796	IS10R_IS4_IS10	4695	5872	-
A6	798	MITEEc1_IS630_unknown	11630	11752	-
A6	802	IS3_IS3_IS3	1	1258	+
A6	803	IS3_IS3_IS3	1	1258	+
A6	804	IS3_IS3_IS3	1	1213	-
A6	805	MITEEc1_IS630_unknown	108614	108734	+
A6	812	IS4321_IS110_IS1111	1774	3100	-
A6	813	IS3_IS3_IS3	109873	111085	+
A6	817	ISEsa1_ISNCY_IS1202	1223	2797	+
A6	829	IS4321_IS110_IS1111	10026	11352	+
A6	832	IS100kyp_IS21_unknown	722	2675	-
A6	832	IS2_IS3_IS2	10562	11892	-
A6	846	IS679_IS66_unknown	399	3102	+
A6	848	IS3_IS3_IS3	1	1213	-
A6	848	IS609_IS200/IS605_IS605	36017	37764	+
A6	850	MITEEc1_IS630_unknown	56919	57041	-
A6	850	ISEc1_ISAs1_unknown	71005	72284	-
A6	853	IS4321_IS110_IS1111	1	1327	+
A6	853	ISEc8_IS66_unknown	55834	57902	-
A6	854	IS903B_IS5_IS903	1	1006	+
A6	854	IS1294_IS91_unknown	1191	2878	-
A6	857	IS150_IS3_IS150	77136	78578	-
A70	1000	ISEc12_IS21_unknown	1	2581	+
A70	1000	ISKpn26_IS5_IS5	5911	7105	-
A70	1003	ISEc12_IS21_unknown	44639	47219	+
A70	1005	IS186B_IS4_IS231	3	1341	-
A70	1006	IS186B_IS4_IS231	3	1341	-
A70	1007	IS186B_IS4_IS231	3	1341	-
A70	1008	IS186B_IS4_IS231	3	1341	-
A70	1010	IS186B_IS4_IS231	3	1341	-
A70	1011	IS186B_IS4_IS231	2	1340	+
A70	1012	IS186B_IS4_IS231	2	1340	+
A70	1013	IS186B_IS4_IS231	2	1340	+
A70	1013	ISKpn26_IS5_IS5	111087	112281	-
